Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.523,0.202,0.415,0.669,0.117,0.476,0.63,0.922,0.933
A4-A1,0.769,0.496,0.669,0.812,0.369,0.676,0.798,0.792,0.887
A4-A3,0.711,0.377,0.617,0.791,0.259,0.639,0.769,0.879,0.965
