Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.724,0.421,0.607,0.788,0.29,0.679,0.764,0.974,0.975
A4-A2,0.482,0.12,0.37,0.604,0.05,0.447,0.588,0.91,0.915
A4-A3,0.643,0.271,0.6,0.736,0.151,0.563,0.713,0.939,0.959
