Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.86,0.612,0.79,0.917,0.521,0.862,0.908,0.938,0.969
A4-A2,0.486,0.112,0.407,0.644,0.051,0.459,0.599,0.898,0.904
A4-A3,0.889,0.669,0.787,0.923,0.554,0.869,0.919,0.877,0.928
