Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.484,0.132,0.364,0.582,0.046,0.394,0.558,0.786,0.836
A4-A1,0.922,0.702,0.822,0.938,0.573,0.873,0.933,0.965,0.978
A4-A3,0.946,0.84,0.893,0.966,0.781,0.94,0.966,0.883,0.913
