Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.727,0.382,0.598,0.841,0.277,0.719,0.818,0.778,0.869
A4-A2,0.562,0.159,0.43,0.665,0.059,0.461,0.643,0.718,0.85
A4-A3,0.996,0.989,0.992,0.996,0.983,0.996,0.996,0.99,0.995
