Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.598,0.236,0.439,0.659,0.117,0.441,0.621,0.674,0.822
A4-A3,0.549,0.211,0.494,0.663,0.105,0.471,0.63,0.636,0.793
A4-A1,0.485,0.171,0.444,0.593,0.074,0.404,0.551,0.597,0.766
