Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.571,0.14,0.407,0.636,0.04,0.433,0.618,0.724,0.782
A4-A1,0.914,0.799,0.886,0.946,0.724,0.942,0.946,0.976,0.985
A4-A3,0.998,0.995,0.994,0.999,0.992,0.999,0.999,0.999,0.999
