Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.552,0.226,0.501,0.649,0.119,0.538,0.637,0.833,0.934
A4-A2,0.616,0.178,0.492,0.674,0.068,0.477,0.631,0.807,0.909
A4-A3,0.618,0.222,0.543,0.708,0.108,0.529,0.679,0.871,0.934
