Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.533,0.138,0.445,0.626,0.058,0.467,0.597,0.783,0.888
A4-A2,0.571,0.146,0.431,0.631,0.055,0.421,0.6,0.695,0.834
A4-A3,0.485,0.129,0.489,0.618,0.058,0.41,0.588,0.64,0.891
