Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.633,0.193,0.496,0.688,0.08,0.463,0.631,0.75,0.834
A4-A3,0.495,0.156,0.504,0.641,0.077,0.438,0.611,0.786,0.806
A4-A1,0.481,0.145,0.456,0.615,0.058,0.424,0.602,0.624,0.722
