Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.604,0.172,0.42,0.665,0.084,0.453,0.608,0.826,0.873
A4-A1,0.51,0.167,0.52,0.628,0.089,0.471,0.601,0.83,0.839
A4-A3,0.541,0.158,0.515,0.672,0.082,0.491,0.645,0.863,0.907
