Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.983,0.967,0.987,0.994,0.981,0.994,0.994,0.99,0.996
A4-A2,0.546,0.16,0.438,0.645,0.06,0.475,0.63,0.893,0.898
A4-A3,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998
