Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.561,0.19,0.513,0.66,0.078,0.506,0.631,0.871,0.897
A4-A2,0.534,0.148,0.412,0.618,0.059,0.412,0.582,0.862,0.87
A4-A3,0.562,0.224,0.593,0.699,0.132,0.526,0.661,0.802,0.9
