Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.502,0.128,0.415,0.626,0.044,0.457,0.601,0.793,0.885
A4-A1,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0
A4-A3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
