Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.929,0.843,0.867,0.949,0.797,0.949,0.949,0.928,0.944
A4-A2,0.437,0.077,0.363,0.562,0.022,0.389,0.53,0.793,0.813
A4-A3,0.969,0.928,0.984,0.986,0.932,0.984,0.986,0.963,0.983
