Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.53,0.143,0.396,0.613,0.048,0.394,0.565,0.779,0.836
A4-A3,0.65,0.2,0.442,0.687,0.071,0.44,0.655,0.817,0.867
A4-A1,0.641,0.239,0.461,0.709,0.11,0.486,0.675,0.79,0.812
