Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.438,0.083,0.336,0.548,0.021,0.351,0.52,0.549,0.76
A4-A1,0.927,0.782,0.916,0.957,0.693,0.922,0.955,0.88,0.91
A4-A3,0.922,0.795,0.894,0.949,0.725,0.93,0.947,0.754,0.798
