Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.836,0.608,0.664,0.914,0.51,0.856,0.9,0.917,0.962
A4-A2,0.543,0.115,0.403,0.64,0.038,0.409,0.596,0.864,0.883
A4-A3,0.989,0.973,0.985,0.992,0.96,0.992,0.992,0.951,0.955
