Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.394,0.098,0.272,0.526,0.033,0.386,0.488,0.79,0.815
A4-A1,0.954,0.871,0.902,0.969,0.814,0.964,0.969,0.908,0.931
A4-A3,0.987,0.967,0.986,0.987,0.947,0.987,0.987,0.986,0.99
