Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.894,0.717,0.815,0.929,0.609,0.908,0.927,0.798,0.829
A4-A2,0.459,0.088,0.341,0.534,0.019,0.308,0.513,0.564,0.649
A4-A3,0.996,0.992,0.998,0.999,0.992,0.999,0.999,0.99,0.99
