Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.566,0.133,0.437,0.672,0.044,0.494,0.64,0.833,0.903
A4-A1,0.991,0.981,0.992,0.998,0.985,0.998,0.998,0.986,0.997
A4-A3,0.991,0.981,0.994,0.998,0.985,0.998,0.998,0.986,0.997
