Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.821,0.508,0.646,0.869,0.372,0.801,0.856,0.835,0.883
A4-A2,0.579,0.136,0.402,0.634,0.045,0.422,0.614,0.877,0.904
A4-A3,0.951,0.861,0.947,0.97,0.828,0.959,0.97,0.839,0.869
