Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.861,0.662,0.743,0.901,0.553,0.854,0.899,0.827,0.879
A4-A2,0.486,0.125,0.385,0.597,0.044,0.386,0.571,0.733,0.741
A4-A3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
