Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.559,0.312,0.425,0.752,0.253,0.677,0.741,0.751,0.819
A4-A2,0.507,0.125,0.36,0.603,0.044,0.38,0.571,0.8,0.848
A4-A3,0.96,0.903,0.931,0.977,0.88,0.974,0.977,0.959,0.98
