Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.371,0.164,0.366,0.649,0.147,0.478,0.618,0.546,0.733
A4-A2,0.373,0.079,0.33,0.551,0.034,0.391,0.53,0.69,0.755
A4-A3,0.983,0.963,0.981,0.988,0.949,0.988,0.988,0.995,0.996
