Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.476,0.142,0.364,0.596,0.066,0.425,0.565,0.904,0.913
A4-A1,0.59,0.276,0.586,0.709,0.168,0.579,0.7,0.942,0.947
A4-A3,0.625,0.28,0.587,0.752,0.178,0.56,0.717,0.841,0.902
