Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A1,0.599,0.201,0.318,0.668,0.089,0.511,0.648,0.722,0.728
A4-A2,0.605,0.203,0.318,0.67,0.087,0.496,0.639,0.66,0.678
A4-A3,0.63,0.19,0.35,0.696,0.072,0.507,0.677,0.772,0.793
