Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.601,0.213,0.489,0.689,0.096,0.503,0.644,0.86,0.931
A4-A1,0.964,0.886,0.956,0.98,0.83,0.954,0.973,0.913,0.935
A4-A3,0.972,0.912,0.918,0.977,0.859,0.914,0.977,0.855,0.909
