Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.514,0.164,0.38,0.633,0.077,0.442,0.597,0.74,0.755
A4-A1,0.654,0.286,0.506,0.724,0.148,0.549,0.689,0.806,0.827
A4-A3,0.67,0.247,0.572,0.751,0.106,0.574,0.723,0.874,0.881
