Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.484,0.133,0.367,0.66,0.052,0.45,0.616,0.782,0.883
A4-A1,0.778,0.419,0.648,0.851,0.28,0.742,0.837,0.785,0.92
A4-A3,0.663,0.249,0.618,0.762,0.143,0.618,0.75,0.926,0.946
