Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A4-A2,0.387,0.096,0.321,0.584,0.037,0.358,0.532,0.8,0.873
A4-A1,0.98,0.96,0.985,0.989,0.942,0.983,0.989,0.994,0.997
A4-A3,0.976,0.949,0.987,0.991,0.95,0.985,0.991,0.994,0.997
